"From Date","To Date","PM2.5","PM10","NO","NOx","NH3","SO2","CO","Ozone","Benzene","Toluene","RH","WS","WD","SR","BP","AT","NO2"
"26-03-2024 08:00","26-03-2024 16:00","159","48","22.77","39.4","11.47","26.57","0.9","50.75","0.33","2.77","39","None","129","262.33","746.33","24.03","39.3"
"26-03-2024 16:00","27-03-2024 00:00","40","136","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"27-03-2024 00:00","27-03-2024 08:00","None","None","31.7","32.7","10.7","26.4","1.37","None","0.5","6","55","None","18","236","745","19.1","13.1"
"27-03-2024 08:00","27-03-2024 16:00","87","346","24.48","43.97","28.13","27.65","1.31","8.83","1.58","13.53","43.5","None","133.33","252.83","743.17","23.42","45.13"
"27-03-2024 16:00","28-03-2024 00:00","44.44","192.59","36.66","62.91","26.8","26.33","0.55","9.57","1.74","16.69","49.04","None","77.79","47.18","740","21.53","62.2"
"28-03-2024 00:00","28-03-2024 08:00","69.59","202.34","60.09","83.39","13.7","32.97","0.48","None","2.16","13.41","56.62","None","74.28","41.41","740","18.89","65.03"
"28-03-2024 08:00","28-03-2024 16:00","66.62","220.94","25.44","56.85","25.01","33.3","0.28","84.77","1.52","9.28","40.62","None","80.97","260","740","24.1","68"
"28-03-2024 16:00","29-03-2024 00:00","52.23","202.69","16.41","35.54","11.2","29.69","0.26","77.42","1.46","12.5","47.47","None","74.06","65.34","740.03","22.49","41.72"
"29-03-2024 00:00","29-03-2024 08:00","98.09","223.53","36.07","53.23","9.34","30.32","0.15","None","2.16","11.76","61.66","None","50.03","37.53","740","18.63","44.9"
"29-03-2024 08:00","29-03-2024 16:00","108.93","281.11","9.28","31.94","20.96","33.34","0.85","126.46","1.46","11.64","44","None","37.03","264.57","740.07","23.98","47.92"
"29-03-2024 16:00","30-03-2024 00:00","57.81","228.72","34.39","66.94","16.45","23.41","0.78","34.11","1.26","22.29","43.44","None","35.72","31.22","740.12","22.43","73.3"
"30-03-2024 00:00","30-03-2024 08:00","83.28","226.48","14.96","34.39","7.84","29.62","0.32","3.97","1.76","10.94","56.53","None","36.16","39.34","740","19.97","41.78"
"30-03-2024 08:00","30-03-2024 16:00","95.81","297.66","19.09","40.06","22.28","29.68","0.36","67.8","1.65","7.53","48.72","None","60.88","265.31","740.03","23.17","46.12"
"30-03-2024 16:00","31-03-2024 00:00","106.84","378.25","76.78","116.7","13.82","30.07","1.68","54.06","2.63","19.54","49.59","None","50.25","67.06","740.06","22.08","102.05"
"31-03-2024 00:00","31-03-2024 08:00","188.44","461.78","77.41","101.62","8.95","29.11","1.56","69.56","3.84","25.49","62.94","None","43.5","37.69","740","19.18","72.83"
"31-03-2024 08:00","31-03-2024 16:00","112.61","332.04","19.83","44.07","11.19","29.17","0.32","53.22","1.83","9.18","40.61","None","94.39","265.35","740","23.94","52.67"
"31-03-2024 16:00","01-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"01-04-2024 00:00","01-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"01-04-2024 08:00","01-04-2024 16:00","30.76","191.52","42.09","67.85","20.44","31.62","3.42","62.77","0.82","3.99","36.15","0.89","133","269.85","739.4","23.09","63.23"
"01-04-2024 16:00","02-04-2024 00:00","38.12","180.84","31.9","58.52","14.88","33.88","3.37","47","1.12","10.26","41.34","0.53","132.94","67.88","740","27.96","61.29"
"02-04-2024 00:00","02-04-2024 08:00","51.12","155.03","36.8","52.68","7.03","34.32","3.65","32.75","1.27","8.11","51.44","0.31","77.28","41.78","740","25.11","44.18"
"02-04-2024 08:00","02-04-2024 16:00","54.29","211","29.44","54.23","10.19","29.67","3.05","67.02","0.98","5.77","37.09","0.83","125.94","270.62","740","30.51","56.91"
"02-04-2024 16:00","03-04-2024 00:00","49.84","202.03","21.2","42.25","7.98","27.91","2.76","29.79","1.52","13.58","41.16","0.44","106.84","66.38","740","28.66","54.06"
"03-04-2024 00:00","03-04-2024 08:00","124.84","290.06","4.35","1.74","0.1","39.65","3.47","9.83","2.68","6.95","52.34","0.31","122.03","44.53","740","25.32","None"
"03-04-2024 08:00","03-04-2024 16:00","53.59","215.55","17.78","43.87","9.64","26.52","3.03","74.99","1.48","7.71","34.84","0.64","85.12","261.34","747.56","32.48","78.01"
"03-04-2024 16:00","04-04-2024 00:00","95.91","325","46.46","86.79","11.05","44.09","3.61","29.82","2.04","19.45","37.75","0.5","31.28","64.09","748.47","29.92","92.13"
"04-04-2024 00:00","04-04-2024 08:00","145.18","290.28","34.48","56.36","6.06","36.23","3.98","13.96","2.15","9.77","45.41","0.31","38.78","41.5","748.19","27.22","53.25"
"04-04-2024 08:00","04-04-2024 16:00","54.7","232.26","25.54","54.34","9.59","26.51","1.26","61.06","1.05","12.42","34.23","0.58","84.33","262.9","748.33","33.09","63.15"
"04-04-2024 16:00","05-04-2024 00:00","60.68","328.87","85","129.02","12.77","15.39","1.49","21.09","1.94","22.48","38.77","0.34","52.42","66.55","748.42","30.38","112.59"
"05-04-2024 00:00","05-04-2024 08:00","95.59","292.06","56.43","78.84","7.25","26.86","0.66","13.75","1.52","15.23","47.59","0.37","43.34","43.66","748.44","27.43","61.98"
"05-04-2024 08:00","05-04-2024 16:00","56.96","226.88","38.74","64.12","12.85","20.91","0.42","38.17","0.86","6.1","34.56","0.78","135.5","260.12","748.28","32.49","61.4"
"05-04-2024 16:00","06-04-2024 00:00","57.5","229.44","38.58","66.18","8.14","26.6","0.91","19.7","1.69","12.95","37.09","0.39","133","64.53","748.31","30.48","65.47"
"06-04-2024 00:00","06-04-2024 08:00","90.97","198.44","43.3","62.32","6.69","27.61","0.8","26.53","1.33","7.51","44.12","0.34","61.5","43.44","748.47","26.79","50.98"
"06-04-2024 08:00","06-04-2024 16:00","79.16","265.53","33.74","63.8","10.32","43","0.68","58.27","1.04","5.93","34.78","0.64","122.53","266.16","748.47","31.98","68.27"
"06-04-2024 16:00","07-04-2024 00:00","60.19","225","42.8","79.03","11.64","3.28","0.65","17.3","1.48","11.82","34.97","0.45","112.68","68.58","748.32","29.94","83.11"
"07-04-2024 00:00","07-04-2024 08:00","85.19","282.72","67.95","98.83","6.18","6.07","1.18","8.77","1.83","16.6","43.75","0.3","36.84","41.34","748.5","25.88","81.91"
"07-04-2024 08:00","07-04-2024 16:00","100.21","238.47","27.52","55.67","8.7","20.12","0.51","66.07","1","5.77","32.75","0.66","120.34","267.22","748.5","32.05","64.64"
"07-04-2024 16:00","08-04-2024 00:00","60.89","250.19","97.23","140.11","6.66","6.06","1.27","23.5","1.44","12.25","35.39","0.37","98.55","67.52","748.39","29.88","114.67"
"08-04-2024 00:00","08-04-2024 08:00","108.75","357","84.55","120.48","10.79","19.06","1.41","6.39","1.93","12.71","44.78","0.3","58.53","43.81","748.5","26.3","97.24"
"08-04-2024 08:00","08-04-2024 16:00","92.5","250","27.48","80.28","16.6","21.78","0.7","60.79","1.13","5.69","32.88","0.52","125.28","263","748.91","33.08","108.88"
"08-04-2024 16:00","09-04-2024 00:00","130.46","329.42","85.31","118.86","17.37","33.54","1.42","23.51","0.77","6.58","34.1","0.4","54.03","66.94","748.94","30.32","103.67"
"09-04-2024 00:00","09-04-2024 08:00","199.25","532.36","192.59","208.1","7.81","27.87","3.06","7.67","None","None","45.09","0.31","11.66","45.09","748.94","26.19","67.5"
"09-04-2024 08:00","09-04-2024 16:00","108.07","267.41","34.7","80.03","14.89","19.73","2.01","108.59","0.92","5.51","31.91","0.4","79.81","259.75","749","33.33","97.38"
"09-04-2024 16:00","10-04-2024 00:00","95.12","280.28","134.9","175.77","18.58","30.99","3.03","33.64","1.75","11.39","33.91","0.35","29.25","65.22","749.03","30.4","124.33"
"10-04-2024 00:00","10-04-2024 08:00","150.54","473.75","138.53","156.48","15.47","16.59","3.6","8.7","1.85","42.17","45.44","0.3","12.81","44.66","748.97","26.37","86.93"
"10-04-2024 08:00","10-04-2024 16:00","96.54","214.06","10.24","38.76","25.28","11.86","2.33","139.18","1.08","9.45","30.81","0.79","40.84","263.5","748.97","33.57","57.19"
"10-04-2024 16:00","11-04-2024 00:00","79.56","318.25","55.09","112.3","28.53","11.94","3.01","42.3","1.47","13.68","35.16","0.41","43.31","64.34","748.84","31.07","125.89"
"11-04-2024 00:00","11-04-2024 08:00","173.23","609.06","209.18","209.58","23.91","60.87","3.55","53.47","2.27","56.31","46.31","0.33","46.78","36.53","749.03","27.06","74.23"
"11-04-2024 08:00","11-04-2024 16:00","103.09","304.91","37.28","67.89","33.23","34.14","2.35","97.73","1.47","16.61","33.5","0.86","51.84","256.5","749.03","33.29","74.26"
"11-04-2024 16:00","12-04-2024 00:00","112.74","356.16","115.11","162.41","33.59","36.72","3.27","42.13","1.98","15.25","37.06","0.85","48.81","65.71","749.06","30.96","129.3"
"12-04-2024 00:00","12-04-2024 08:00","197.47","539","88.12","117.75","30.85","38.31","3.29","15.12","2.43","27.44","45.41","0.31","8.91","46.97","749","27.69","86.73"
"12-04-2024 08:00","12-04-2024 16:00","154.19","323.31","7.15","45.39","37.57","44.05","2.64","129.63","1.76","16.68","33.88","0.72","47.09","259.69","748.78","33.63","76.91"
"12-04-2024 16:00","13-04-2024 00:00","94.19","309.38","89.85","140.84","31.5","23.44","3.12","36.08","1.55","29.72","35.97","0.44","32.41","62.59","748.84","31.52","127.66"
"13-04-2024 00:00","13-04-2024 08:00","143.5","482.5","161.6","191.8","36.78","8.13","3.21","5.55","2.05","20.67","41.17","0.3","51.17","2","748.67","29.12","113.63"
"13-04-2024 08:00","13-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"13-04-2024 16:00","14-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"14-04-2024 00:00","14-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"14-04-2024 08:00","14-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"14-04-2024 16:00","15-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"15-04-2024 00:00","15-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"15-04-2024 08:00","15-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"15-04-2024 16:00","16-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"16-04-2024 00:00","16-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"16-04-2024 08:00","16-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"16-04-2024 16:00","17-04-2024 00:00","35.82","183.73","45.95","70.15","25.06","20.33","0.38","34","0.86","14.7","38.9","0.45","131.1","2","750","29.55","61.18"
"17-04-2024 00:00","17-04-2024 08:00","52","142.09","25.82","41.27","24.64","20.42","0.69","44.61","0.5","6.37","47.22","0.42","132.5","53.56","749.09","27.34","39.46"
"17-04-2024 08:00","17-04-2024 16:00","62.04","212.69","66.36","88.28","30.51","27.15","0.71","66.04","0.49","3.52","37.34","1.42","133.28","271.91","749.38","31.67","64.66"
"17-04-2024 16:00","18-04-2024 00:00","43.61","221.31","83.55","113.24","23.09","25.34","0.97","38.73","0.76","6.3","33.62","0.69","123.59","62.84","749.12","31.06","85.39"
"18-04-2024 00:00","18-04-2024 08:00","73.68","242.38","96.13","116.11","19.33","22.66","0.85","16.35","0.99","4.95","40.84","0.32","103.75","52.34","749.03","27.98","71.52"
"18-04-2024 08:00","18-04-2024 16:00","89.83","265.06","82.15","115.02","32.7","26.61","0.91","63.53","0.97","5.01","35.94","0.53","121.89","267.11","748.39","32.53","90.73"
"18-04-2024 16:00","19-04-2024 00:00","74","221","None","0","None","8","4.53","28.4","0.6","6.4","34","0.3","59","121","749","33.3","None"
"19-04-2024 00:00","19-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"19-04-2024 08:00","19-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"19-04-2024 16:00","20-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"20-04-2024 00:00","20-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"20-04-2024 08:00","20-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"20-04-2024 16:00","21-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"21-04-2024 00:00","21-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"21-04-2024 08:00","21-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"21-04-2024 16:00","22-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"22-04-2024 00:00","22-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"22-04-2024 08:00","22-04-2024 16:00","43.4","165.19","74.77","104.97","31.47","27.09","1.3","67.72","0.6","4.07","34.54","0.53","122.88","266.73","749.27","34.57","82.97"
"22-04-2024 16:00","23-04-2024 00:00","59.81","257.3","131.08","160.07","27.1","27.38","1.89","21.62","1.4","18.05","38.04","0.31","61.89","39.59","748.96","31.2","100.61"
"23-04-2024 00:00","23-04-2024 08:00","100","336.78","153.15","173.43","28.68","20.04","1.73","10.07","1.25","23.97","44.34","0.3","108.34","55.06","749.44","28.78","92.01"
"23-04-2024 08:00","23-04-2024 16:00","85.57","286.78","47.31","87.36","34.68","20.66","1.33","85.63","0.83","4.89","35.75","1.09","116.97","265.34","749.47","33.87","91.98"
"23-04-2024 16:00","24-04-2024 00:00","61.21","301.97","50.82","87.89","33.11","14.49","1.2","36.76","0.66","12.08","45.41","1.24","49.41","62.56","749.44","29.09","87.56"
"24-04-2024 00:00","24-04-2024 08:00","100","322.62","222.07","229.57","36.68","23.78","2.24","10.27","2.17","16.82","55","0.31","34.59","55","749.16","26.9","92.16"
"24-04-2024 08:00","24-04-2024 16:00","54.48","170.03","54.8","86.5","33.37","22.92","1.2","69.93","0.69","3.94","34.84","0.85","115.19","268.78","749.47","33.9","78.82"
"24-04-2024 16:00","25-04-2024 00:00","66.72","227.31","55.51","99.93","27.32","19.6","1.53","32.88","1.26","13.73","35.84","0.48","151.72","70.78","749.12","32.04","103.38"
"25-04-2024 00:00","25-04-2024 08:00","110.19","368.09","179.9","199.32","25.49","28.69","1.86","6.26","1.6","15.08","44.94","0.3","169.81","56.53","749.41","28.19","98.33"
"25-04-2024 08:00","25-04-2024 16:00","65.9","245.44","48.48","79.29","30.72","25.53","1.09","78.11","0.66","5.07","32.44","0.82","124.03","264.75","749.5","35.03","74.78"
"25-04-2024 16:00","26-04-2024 00:00","74","274.9","145.69","173.59","25.11","23.05","2","29.4","2","15.61","33.84","0.48","118.19","72.65","749.06","32.64","103.32"
"26-04-2024 00:00","26-04-2024 08:00","155","361.06","109.52","151.9","32.34","48.73","1.76","9.28","2.48","8.67","41.84","0.3","29.31","56.72","749.44","29.18","97.5"
"26-04-2024 08:00","26-04-2024 16:00","73.15","220.55","34.97","82.33","30.05","22.99","1.38","81.24","0.91","6.24","34.4","0.59","84.7","261.95","749.75","34.6","101.36"
"26-04-2024 16:00","27-04-2024 00:00","65.75","130.5","23.27","50.79","17.36","16.69","1.33","100.39","0.4","2.7","31","0.84","73.57","168.14","750","35.54","64.34"
"27-04-2024 00:00","27-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"27-04-2024 08:00","27-04-2024 16:00","81.05","308","42.5","72.01","43.96","19.6","0.79","72.45","0.84","4.87","34.55","0.79","111.77","263.14","749.09","35.35","70.22"
"27-04-2024 16:00","28-04-2024 00:00","68.42","325","47.15","75.92","34.76","20.77","0.89","41.15","0.95","7.53","37.32","0.76","119.94","74.45","749.03","32.41","70.65"
"28-04-2024 00:00","28-04-2024 08:00","64.4","170.12","10.21","30.07","24.51","38.2","0.64","33.11","1.14","2.2","44.12","0.77","48","2","750","28.41","40.9"
"28-04-2024 08:00","28-04-2024 16:00","None","None","40.8","56.9","15.2","24.5","0.66","71.2","0.3","2","31","0.4","124","251","750","36.1","45.4"
"28-04-2024 16:00","29-04-2024 00:00","102.54","315.23","50.41","99.8","30.42","35.44","1.16","22.45","2.23","5.01","37.15","0.32","34.81","41.96","748.85","32.02","110.57"
"29-04-2024 00:00","29-04-2024 08:00","169","424.97","197.59","222.23","28.45","55.98","1.81","51.9","2.45","43.49","44.53","0.3","14.91","59.12","749.44","29.34","99.77"
"29-04-2024 08:00","29-04-2024 16:00","109.84","322.91","40.03","73.87","35.47","30.22","0.85","79.89","1.09","5.96","35.25","0.66","80.91","263.66","749.5","34.43","77.56"
"29-04-2024 16:00","30-04-2024 00:00","58.07","296.24","25.59","51.27","40.3","16.75","0.7","46.71","0.6","4.68","42.57","0.91","88.47","73.33","749.1","30.94","57.2"
"30-04-2024 00:00","30-04-2024 08:00","61.82","201.84","56.11","69.24","32.62","39.65","0.68","32.53","0.67","6.78","47","0.42","91.38","60.59","749.34","28.31","46.95"
"30-04-2024 08:00","30-04-2024 16:00","78.74","268.12","54.52","79.24","25.68","32.37","0.73","69.95","0.53","3.38","35.81","0.88","127.12","272.41","749.28","32.96","65.91"
"30-04-2024 16:00","01-05-2024 00:00","70","286.73","113.75","141.17","16.48","19.05","1.27","40.53","1.24","9.68","31.65","0.56","124.42","77.77","749","31.38","91.76"
"01-05-2024 00:00","01-05-2024 08:00","121.59","302.06","32.32","56.82","22.79","42.85","0.96","31.7","1.12","7.4","39.5","0.65","101.81","61.66","749","27.49","59.05"
"01-05-2024 08:00","01-05-2024 16:00","51.19","256.28","47.55","65.86","20.66","31.41","0.51","70.39","0.41","2.65","31.69","1.67","134.22","276.41","749.06","31.69","51.26"
"01-05-2024 16:00","02-05-2024 00:00","55.43","258.23","50.91","76.33","16.67","18.36","0.49","54.33","0.68","5.02","32.29","0.91","138.42","80","749.03","30.02","65.39"
"02-05-2024 00:00","02-05-2024 08:00","80.47","216.48","52.73","65.88","21.93","36.86","0.37","45.61","0.77","5.83","41.06","0.37","100.84","63.12","749.06","27.04","56.41"
"02-05-2024 08:00","02-05-2024 16:00","59.58","213.38","40.03","64.41","23.53","25.98","0.38","91.49","0.43","3.07","33.69","1.11","131.28","273.09","750.09","32.67","60.03"
"02-05-2024 16:00","03-05-2024 00:00","90.69","286.53","107.46","138.27","17.93","26.33","1.48","46.43","1.35","14.88","35.62","0.43","110.88","76.31","755.22","31.81","95.57"
"03-05-2024 00:00","03-05-2024 08:00","165.38","380.66","109.89","140.58","24.37","38.24","1.5","16.11","1.46","10.84","40.38","0.3","110.38","62.88","755.44","28.73","96.22"
"03-05-2024 08:00","03-05-2024 16:00","95.42","299.23","46.8","80.29","26.12","31.63","0.91","89.82","0.74","4.09","32.74","1.04","137.55","266.77","755.03","34.74","79.27"
"03-05-2024 16:00","04-05-2024 00:00","108.86","324.25","68.86","105.92","21.08","18.44","1.29","38.93","1.33","12.56","32.94","0.37","147.66","70.75","755.09","33.37","94.48"
"04-05-2024 00:00","04-05-2024 08:00","126.62","350.5","108.58","132.27","24.87","52.25","0.74","14.06","1.44","12.96","39.31","0.3","159.88","47.19","755.41","30.39","82.67"
"04-05-2024 08:00","04-05-2024 16:00","145.26","369.16","43.95","85.39","30.05","41.37","1.73","106.05","1.13","6.6","34.42","0.63","112.42","258.19","755.13","35.12","93.54"
"04-05-2024 16:00","05-05-2024 00:00","169.5","480.62","190.25","234.48","24.12","35.59","4.2","29.95","2.85","30.13","36.34","0.34","164.62","79.5","755.06","33.64","138.12"
"05-05-2024 00:00","05-05-2024 08:00","233.59","661.1","373.18","399.67","65.26","31.48","6.34","9.96","4.55","37.72","47.61","0.32","158.39","53.03","755.48","29.79","114.72"
"05-05-2024 08:00","05-05-2024 16:00","160.4","403.5","60.5","104.75","45.45","41.36","2.27","73.39","1.36","8.37","33.22","0.49","129.47","259.88","755.47","36.42","104.75"
"05-05-2024 16:00","06-05-2024 00:00","94.13","299.1","56.57","91.4","31.76","15.9","1.64","37.62","1.09","10.93","34.38","0.36","100.16","79.69","755.03","34.72","85.38"
"06-05-2024 00:00","06-05-2024 08:00","129.84","347.33","69.84","89.73","35.47","29.8","1.5","24.62","0.92","4.64","42.58","0.34","112.97","54.48","755.13","31.38","61.88"
"06-05-2024 08:00","06-05-2024 16:00","122.9","323.89","45.93","79.51","32.99","20.62","1.66","77.43","0.88","5.11","35.86","0.69","119.38","259.72","745.17","36.33","79.28"
"06-05-2024 16:00","07-05-2024 00:00","118","386.62","145.6","197.46","28.2","12.26","3.55","33.69","1.97","16.76","38.56","0.41","50.38","79.09","742.12","34.23","114.29"
"07-05-2024 00:00","07-05-2024 08:00","178.5","702.5","181.71","199.92","46.3","55.58","4.45","28.2","4.29","39.22","46.16","0.3","17.66","52","742.69","30.76","98.17"
"07-05-2024 08:00","07-05-2024 16:00","110","651","8.03","50.75","50.86","37.13","2.35","141.92","2.14","18.93","37.16","1.48","38.75","257.69","743.47","36.22","84.45"
"07-05-2024 16:00","08-05-2024 00:00","128.29","330.23","6.86","47.17","59.82","13.24","1.27","40.6","1.26","34.68","47.76","1.06","30.38","63.93","742.9","34.05","78.82"
"08-05-2024 00:00","08-05-2024 08:00","91.25","292.62","4.27","21.51","87.68","15.6","0.74","8.07","0.63","4.57","59.41","1.83","41.28","51.78","742.12","30.83","33.92"
"08-05-2024 08:00","08-05-2024 16:00","86.29","308.14","5.57","23.44","73.97","15.57","0.84","36.73","0.57","8.02","50.44","3.11","49","271.03","742.5","33.06","35.86"
"08-05-2024 16:00","09-05-2024 00:00","103.5","277.12","1.75","23.18","60.61","15.8","0.88","41.17","0.66","4.53","50.75","1.61","42.44","82.25","742.03","32.87","41.29"
"09-05-2024 00:00","09-05-2024 08:00","55","232.29","1.34","11.14","37.84","17.5","0.72","31.66","0.51","1.7","57.79","2.98","49.07","2","742.86","30.06","18.91"
"09-05-2024 08:00","09-05-2024 16:00","96.73","214.18","2.9","17.68","39.45","18.74","0.8","79.58","0.5","2.92","46.24","2.42","48.81","272.33","742.43","33.89","29.08"
"09-05-2024 16:00","10-05-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"10-05-2024 00:00","10-05-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"10-05-2024 08:00","10-05-2024 16:00","187.33","322.67","6.06","24.72","41.33","22.57","0.76","93.79","0.59","3.59","44.21","1.93","45.95","267.16","740.42","35.25","37.47"
"10-05-2024 16:00","11-05-2024 00:00","124.42","258","4.96","30.57","33.28","18.45","0.94","48.81","0.79","5.56","50.74","1.41","53.71","80.77","740.94","32.68","49.87"
"11-05-2024 00:00","11-05-2024 08:00","67.17","212","26.95","48.77","28.6","24.83","0.7","31.35","0.54","2.57","53.75","1.35","94.97","47.41","739.47","29.06","50.44"
"11-05-2024 08:00","11-05-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"11-05-2024 16:00","12-05-2024 00:00","96","236.77","45.02","88.42","25.57","33.43","1.26","39.43","1.03","4.85","45.33","0.49","51.9","72.7","739.17","32.44","97.41"
"12-05-2024 00:00","12-05-2024 08:00","109.25","298.88","80.78","112.12","27.93","25.17","1.93","9.04","1.52","11.5","52.94","0.33","79.47","52.66","739.22","30.22","87.6"
"12-05-2024 08:00","12-05-2024 16:00","53.15","217.23","52.15","78.18","17.5","11.43","1.55","31.51","0.78","3.53","45.38","0.43","114.85","259.46","740","33.11","67.35"
"12-05-2024 16:00","13-05-2024 00:00","110.85","275.69","23.07","86.03","37.75","27.29","2","32.12","1.48","4.76","43.48","0.41","27.8","39.36","738.88","33.1","126.45"
"13-05-2024 00:00","13-05-2024 08:00","174.62","385.38","87.04","121.67","35.63","57.48","2.77","53.67","2.71","25.24","50.47","0.31","43.69","50.94","739.16","31.18","95.71"
"13-05-2024 08:00","13-05-2024 16:00","108.15","288.15","24.39","63.54","35.94","33.86","2.12","109.56","0.95","5.37","38.52","0.6","100.08","259.44","739.36","36.3","82.25"
"13-05-2024 16:00","14-05-2024 00:00","97.43","341.38","126.59","170.37","23.67","29.08","3.18","50.77","1.61","14.95","35.62","0.46","42.47","85.09","739.09","33.42","111.51"
"14-05-2024 00:00","14-05-2024 08:00","137.12","421.62","238.18","251.76","34.01","11.47","3.58","9.49","2.39","23.29","49.38","0.3","34.56","55.22","739.47","29.71","109.23"
"14-05-2024 08:00","14-05-2024 16:00","115.9","275.62","28.82","67.56","38.01","14.09","1.96","113.94","0.91","11.65","31.85","0.57","92.9","258.75","739.2","37.03","82.68"
"14-05-2024 16:00","15-05-2024 00:00","100.33","357.2","142.62","182.26","25.68","13.22","3.36","45.46","1.85","14.77","34.8","0.33","58.77","72.77","739.1","33.48","109.93"
"15-05-2024 00:00","15-05-2024 08:00","200.45","574.71","324.04","329.92","43.73","27.43","4.38","10.35","2.91","38.37","44.16","0.3","33.32","55.48","739.45","29.87","115.84"
"15-05-2024 08:00","15-05-2024 16:00","163.5","374.25","30.34","68.73","38.69","38.52","1.99","117.49","1.2","6.88","31.09","0.52","60.34","258.62","739.5","37.01","82.81"
"15-05-2024 16:00","16-05-2024 00:00","162.12","331.88","122.11","165.38","32.32","43.25","2.77","99.26","2.1","70.63","34.81","0.8","26.72","81.28","738.56","34.12","130.14"
"16-05-2024 00:00","16-05-2024 08:00","165.68","251.87","23.08","53.67","36.56","24.98","1.69","32.68","1.27","32.35","41.29","0.39","37.45","54.26","739.03","31.04","66.77"
"16-05-2024 08:00","16-05-2024 16:00","169.2","312.74","11.17","42.34","42.05","50.41","1.7","120.1","2.15","62.06","35.35","0.85","54.58","260.94","739.26","36.37","62.48"
"16-05-2024 16:00","17-05-2024 00:00","160.75","464.25","167.95","196.38","43.87","45.75","4.89","72.27","2.35","72.44","39.34","0.58","93.81","80.09","738.66","34.51","128.62"
"17-05-2024 00:00","17-05-2024 08:00","157.12","459.75","160.63","190.36","44.6","24.12","4.51","12.4","2.73","30.19","46.41","0.3","46.72","52.97","739","31.44","112.45"
"17-05-2024 08:00","17-05-2024 16:00","260.33","363.33","33.82","74.01","43.5","17.15","3.75","100.87","1.32","20.75","32.69","0.57","87.16","252.84","739.06","38.4","87.53"
"17-05-2024 16:00","18-05-2024 00:00","184.71","548.86","187.65","222.13","35.95","29.05","6.45","31.12","2.46","53.92","35.72","0.33","132.09","80.44","738.78","35.59","116.77"
"18-05-2024 00:00","18-05-2024 08:00","204.05","506.77","238.91","242.72","43.05","18.75","6.1","9.43","2.56","41.12","43.32","0.31","51","2.32","739.36","31.91","91.05"
"18-05-2024 08:00","18-05-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"18-05-2024 16:00","19-05-2024 00:00","127.29","359.43","110.96","141.58","30.04","21.08","4.42","29.23","1.92","31.4","35.25","0.3","153.82","58.36","739.29","35.88","96.59"
"19-05-2024 00:00","19-05-2024 08:00","133.12","312.12","60.54","81.71","32.55","35.04","3.72","22.27","1.11","31","39.38","0.31","47.97","55.38","739.03","33.33","61.07"
"19-05-2024 08:00","19-05-2024 16:00","154.12","330.62","31.73","60","29.57","26.74","3.53","97.28","0.88","27.47","33","0.81","108.5","254.34","739.16","38.41","64.33"
"19-05-2024 16:00","20-05-2024 00:00","73.88","294","71.63","94.25","23.92","16.85","3.62","39.33","1.02","26.97","32.22","0.69","112.38","81.16","739.06","36.92","67.78"
