"From Date","To Date","PM2.5","PM10","NO","NOx","NH3","SO2","CO","Ozone","Benzene","Toluene","RH","WS","WD","SR","BP","AT","NO2"
"20-05-2024 00:00","20-05-2024 08:00","131.38","443.88","119.31","136.02","29.89","28.38","4.08","63.3","1.8","50.3","42.47","0.36","32.34","54.81","739.03","32.82","73.31"
"20-05-2024 08:00","20-05-2024 16:00","110.96","307.59","30.6","57.52","36.47","6.35","3.45","63.14","1.04","32.97","35.73","0.88","104.19","255.35","739.08","37.79","61.35"
"20-05-2024 16:00","21-05-2024 00:00","134.57","325.57","43.38","79.06","30.5","14.02","3.72","40.4","1.45","28.17","36.25","0.64","59.44","81.41","739.12","36.27","82.32"
"21-05-2024 00:00","21-05-2024 08:00","99.16","386.16","12.7","36.69","43.08","21.93","2.77","15.6","0.98","34.65","51.9","1.55","34.29","58.03","739.06","32.16","49.56"
"21-05-2024 08:00","21-05-2024 16:00","94.12","290.88","7.57","23.59","54.84","40.23","2.6","61.86","0.67","33.86","44.41","2.18","43.53","267.12","739.06","35","32.79"
"21-05-2024 16:00","22-05-2024 00:00","82.88","257","7.44","42.25","46.36","53.38","2.93","52.28","0.86","36.58","43.75","0.83","33.59","82.91","739.03","35.06","68.05"
"22-05-2024 00:00","22-05-2024 08:00","90.88","216.88","7.49","26.65","50.15","28.09","2.8","19.1","0.95","32.16","53.88","1.14","35.66","54.66","739.03","32.03","38.66"
"22-05-2024 08:00","22-05-2024 16:00","106.88","273.25","5.68","18.67","50.66","26.57","2.72","39.87","0.58","30.95","45.84","3","45.62","263.69","739.03","35.54","26.4"
"22-05-2024 16:00","23-05-2024 00:00","84.88","219.38","6.22","24.72","61.15","29.35","2.74","39.55","0.4","28.33","48.25","2.15","42.69","83.84","739","34.59","36.97"
"23-05-2024 00:00","23-05-2024 08:00","46","135.88","5.83","15.93","64","10.63","2.48","17.58","0.55","29","54.47","2.54","47.44","55.22","739","31.56","21.04"
"23-05-2024 08:00","23-05-2024 16:00","71","193.58","5.66","16.07","49","9.59","2.55","30.13","0.41","25.8","47.44","3.08","47.5","265.72","739.03","34.81","21.55"
"23-05-2024 16:00","24-05-2024 00:00","74.14","167","4.4","22.01","34.53","4.36","2.76","37.82","0.36","14.61","45","1.5","38.41","123.36","739.95","34.96","34.68"
"24-05-2024 00:00","24-05-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"24-05-2024 08:00","24-05-2024 16:00","54.33","169.73","5.53","13.54","34.55","15.49","2.65","45.3","0.39","10.18","42.97","2.49","44.17","266","739.9","35.95","17.02"
"24-05-2024 16:00","25-05-2024 00:00","66.74","184.32","5.92","24.41","33.32","16.07","2.92","41.44","0.48","16.38","45.27","0.64","32.9","83.83","737.27","34.59","36.87"
"25-05-2024 00:00","25-05-2024 08:00","88.88","203.75","17.57","38.28","31.29","27.83","2.96","5.69","0.46","15.56","51.47","0.33","31.31","55.19","736.44","32.29","45.09"
"25-05-2024 08:00","25-05-2024 16:00","102.38","232.38","16.89","34.79","25.99","25.72","2.92","38.34","0.34","9.5","39.44","0.72","73.12","255.78","736.34","37.39","39.65"
"25-05-2024 16:00","26-05-2024 00:00","101.88","260.25","24.23","48.17","26.81","27.09","2.98","45.11","0.78","14.17","34.12","0.54","82.53","82.78","736.38","36.08","53.47"
"26-05-2024 00:00","26-05-2024 08:00","85.75","241.88","67.99","90.78","22.85","24.66","2.96","7.49","0.88","13.05","40.22","0.3","30.47","60.06","736.19","32.38","66.75"
"26-05-2024 08:00","26-05-2024 16:00","130.12","221.12","27.98","50.76","15.03","23.1","2.64","83.04","0.56","9.32","31.84","0.95","107.59","257.31","736.62","38.3","52.86"
"26-05-2024 16:00","27-05-2024 00:00","125","369.38","132.07","154.41","18.76","30.11","4","65.35","1.15","34.23","37.38","0.44","31.84","82.19","736.44","35.99","91.4"
"27-05-2024 00:00","27-05-2024 08:00","122.88","349.12","77.06","106.72","24.52","22.85","3.4","14.08","1.55","36.45","43.25","0.38","76.66","57.06","736.47","32.91","82.85"
"27-05-2024 08:00","27-05-2024 16:00","156.08","477.19","19.62","53.7","23.45","23.29","2.88","70.42","1.52","52.35","34.12","0.64","77.08","254.29","736.58","37.96","71.01"
"27-05-2024 16:00","28-05-2024 00:00","142.35","469.32","172.57","196.49","29.39","29.8","3.68","54.35","1.88","61.23","38.07","0.51","25.93","72.5","735.67","40.31","105.64"
"28-05-2024 00:00","28-05-2024 08:00","154","449.38","205.41","223.75","37.38","24.98","3.69","5.21","2.23","26.84","45.75","0.31","16.66","58.53","736","36.73","106.76"
"28-05-2024 08:00","28-05-2024 16:00","148.38","360.88","26.67","63.95","39.42","19.02","2.13","116.41","1.22","15.37","31.38","1.09","88.62","254.09","736.44","44.47","79.5"
"28-05-2024 16:00","29-05-2024 00:00","111.88","400.25","155.56","187.65","28.04","24.6","3.33","49.84","1.3","36.88","32.56","0.55","44.03","82.5","735.59","41.27","115.64"
"29-05-2024 00:00","29-05-2024 08:00","160.68","411.39","130.64","154.21","32.63","18.45","2.5","10.04","2.23","21.49","37.61","0.36","49.32","58.71","736","37.75","90.29"
"29-05-2024 08:00","29-05-2024 16:00","105.5","398.75","29.53","44.95","42.11","6.7","1.48","102.44","0.62","11.29","34.41","0.85","95.94","254.06","736.31","44.3","39.51"
"29-05-2024 16:00","30-05-2024 00:00","103.88","477.16","87.3","123.41","45.38","15.54","2.35","35.26","1.33","22.85","41.81","1.36","39.59","71.78","735.72","39.02","98.54"
"30-05-2024 00:00","30-05-2024 08:00","131.55","438.87","156.45","176.15","41.26","23.36","2.35","21","1.81","32.48","43.55","0.41","40.13","60.29","736.45","37.35","91.98"
"30-05-2024 08:00","30-05-2024 16:00","113.75","314.12","33.25","58","35.44","23.94","1.33","32.88","0.64","11.02","30.72","0.79","117.34","257.03","736.81","43.88","58.13"
"30-05-2024 16:00","31-05-2024 00:00","79.25","250.38","27.65","62.28","35.37","16.93","1.52","22.44","0.79","14.66","34.56","0.87","65.84","85.06","736.41","41.32","74.93"
"31-05-2024 00:00","31-05-2024 08:00","104.83","289.31","76.59","105.18","45.02","23.82","1.96","31.56","1.04","35.47","44.17","0.39","34.43","56.27","736.43","36.85","80.7"
"31-05-2024 08:00","31-05-2024 16:00","80.5","290.62","43.66","70.77","35.1","26.62","1.6","29.22","0.7","12.3","31.56","1.05","106.66","257.16","736.78","43.81","66.45"
"31-05-2024 16:00","01-06-2024 00:00","104.71","359.13","142.34","179.92","37.4","24.53","2.82","26.65","1.39","20.24","36.75","0.86","33.41","83.09","735.66","41.18","120.64"
"01-06-2024 00:00","01-06-2024 08:00","147.3","418.5","145.11","171.67","39.15","9.21","2.93","5.14","1.75","20.97","38.58","0.38","50.87","56","736.45","38","100.9"
"01-06-2024 08:00","01-06-2024 16:00","133.57","338.14","59.08","76.97","27.96","7.04","1.71","21.12","0.54","9.7","32.09","1.24","124.03","249.75","736.88","43.23","54.26"
"01-06-2024 16:00","02-06-2024 00:00","75.25","313.43","53.09","76.93","34.1","17.62","2.4","14.72","0.69","11.65","36.28","1.17","102.09","66.62","736.38","39.23","63.48"
"02-06-2024 00:00","02-06-2024 08:00","58.88","181.42","41.37","64.21","35.5","19.22","2.4","10.95","0.62","13.75","40.53","0.44","64.97","52.41","736.19","36.96","59.52"
"02-06-2024 08:00","02-06-2024 16:00","76.71","249","31.49","56.26","28.17","28.3","2.36","38.44","0.47","21.91","34.43","1.13","72","250.43","736.29","41.84","57.59"
"02-06-2024 16:00","03-06-2024 00:00","78.71","229.57","29.31","51.83","28.86","20.07","2.26","48.41","0.29","7.94","32.43","0.89","96","235.57","736.71","43.33","52.81"
"03-06-2024 00:00","03-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"03-06-2024 08:00","03-06-2024 16:00","67.11","246.96","25.8","47.36","26.23","12.43","1.91","42.18","0.53","8.62","35","1.01","95.93","258.44","736.52","42.93","49.57"
"03-06-2024 16:00","04-06-2024 00:00","81.12","354.38","151.29","174.33","22.19","15.98","2.97","18.77","1.43","19.67","33.81","0.63","132","81.16","736.32","41.32","96.53"
"04-06-2024 00:00","04-06-2024 08:00","85","318.12","23.56","48.58","23.07","14.01","2.84","14.81","0.55","17.51","45.66","1.16","49.66","58.53","736.47","36.41","55.34"
"04-06-2024 08:00","04-06-2024 16:00","117","304.12","33.45","66.39","26.3","14.57","4.07","37.91","0.76","11.39","39.34","1.16","74.72","250.44","736.41","41","73.73"
"04-06-2024 16:00","05-06-2024 00:00","131.62","429.25","170.63","191.63","34.26","19.06","5.31","6.49","1.05","22.71","44.28","0.53","43.12","85.69","736.44","38.48","99.48"
"05-06-2024 00:00","05-06-2024 08:00","213","497.88","280.1","271.34","42.95","29.66","5.1","12.12","1.28","36.98","46.59","0.42","52.12","56.16","736.5","36.77","71.28"
"05-06-2024 08:00","05-06-2024 16:00","151.67","442.62","56.83","67.08","65.94","25.48","3.65","None","0.41","8.97","34.53","1.26","126.84","255.31","736.94","42.58","39.18"
"05-06-2024 16:00","06-06-2024 00:00","94.25","429.5","41.05","73.72","87.19","11.37","3.79","86.83","0.53","20.88","42.78","1.98","94.53","85.31","735.34","39.61","75.89"
"06-06-2024 00:00","06-06-2024 08:00","57.48","173.58","27.91","53.65","64.84","15.28","3.63","83.25","0.36","13.65","57.19","1.2","48.61","62.84","736","32.75","58.17"
"06-06-2024 08:00","06-06-2024 16:00","62.38","209.12","22.86","60.59","45.94","16.49","3.64","107.3","0.48","9.33","41.06","1.49","93.28","266.75","736.06","39.62","78.97"
"06-06-2024 16:00","07-06-2024 00:00","81.88","380.38","28.43","73.44","47.36","17.34","4.03","106.3","0.75","19.41","42.75","0.95","63.34","89","736.06","38.7","94.62"
"07-06-2024 00:00","07-06-2024 08:00","65.26","293.14","43.86","81.84","46.86","20.09","3.66","85.98","0.42","10.01","44.65","0.41","102.1","63.71","736","35.23","86.81"
"07-06-2024 08:00","07-06-2024 16:00","65.62","315.75","30.06","73.11","29.01","22.2","3.61","113.78","0.53","9.02","35.03","1.07","124.91","261.53","736.28","41.63","91.5"
"07-06-2024 16:00","08-06-2024 00:00","60.38","290","30.74","63.64","22.41","21.36","3.83","100.58","0.84","12.66","35.66","0.72","115.66","89.06","736.09","40.5","72.68"
"08-06-2024 00:00","08-06-2024 08:00","92.38","461.5","34.39","56.9","26","20","3.66","85.89","0.75","8.41","43.38","0.8","124.56","58.47","736","36.77","54.41"
"08-06-2024 08:00","08-06-2024 16:00","65.75","291.25","21.33","53.71","23.2","16.68","3.8","118.2","0.43","7.63","36.59","1.57","128.78","261.5","736.38","41.16","68.38"
"08-06-2024 16:00","09-06-2024 00:00","47.38","232.62","10.92","45.54","32.02","16.46","3.77","108.87","0.67","13.48","35","0.7","118.62","88.62","735.56","39.81","68.95"
"09-06-2024 00:00","09-06-2024 08:00","58.62","236.38","16.71","50.76","32.82","24.47","3.63","93.73","0.64","10.42","41.41","0.4","123.22","64.06","736","36.32","69.86"
"09-06-2024 08:00","09-06-2024 16:00","48.25","207.12","6.9","40.52","28.96","22.27","3.56","133.15","0.46","7.95","33","1.31","128.34","263.41","736.03","41.7","65.64"
"09-06-2024 16:00","10-06-2024 00:00","55.12","241.12","40.57","80.38","27.51","21.58","4.15","107.23","0.97","12.32","31.25","0.67","129.38","86.84","736","40.28","89.1"
"10-06-2024 00:00","10-06-2024 08:00","62.25","210.38","20.22","59.49","29.62","21.23","3.76","108.12","0.66","10.18","38.81","0.52","125.5","64.25","736","37.04","80.94"
"10-06-2024 08:00","10-06-2024 16:00","55","203.25","4.55","39.46","25.22","26.04","3.72","143.09","0.57","8.46","31.72","1.05","119.28","259.44","736.22","42.95","67.48"
"10-06-2024 16:00","11-06-2024 00:00","63.88","276.25","41.96","82.42","24.52","17.36","4.4","102.95","1.31","14.96","32.03","0.5","99.91","88.75","736","41.06","90.82"
"11-06-2024 00:00","11-06-2024 08:00","113.62","368.38","81.1","113.43","25.85","24.95","4.94","83.39","1.55","16.34","37.78","0.3","86.78","51.88","736","37.43","89.29"
"11-06-2024 08:00","11-06-2024 16:00","91.25","317.12","11.07","49.18","20.51","24.91","4.59","130.68","0.84","10.5","32.34","0.98","125.84","256.03","736.41","42.99","75.53"
"11-06-2024 16:00","12-06-2024 00:00","66.37","301.85","86.35","123.24","18.68","16.51","5.28","99.04","1.43","17.23","32.88","0.36","63","52.81","736.12","40.12","99.7"
"12-06-2024 00:00","12-06-2024 08:00","109.06","396.9","141.22","151.43","23.15","13.13","5.8","83.07","1.77","19.39","39.77","0.4","74.61","60.97","736","37.06","68.82"
"12-06-2024 08:00","12-06-2024 16:00","57.5","278.75","13.32","44.63","20.46","9","4.8","124.92","0.85","9.31","32.44","0.9","127.62","257.5","736.59","43.32","63.56"
"12-06-2024 16:00","13-06-2024 00:00","61.96","264","34.92","74.78","19.74","9.28","5.24","111.04","1.11","14.02","31.28","0.5","89.6","110.28","736.2","42.19","87.24"
"13-06-2024 00:00","13-06-2024 08:00","146","550","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"13-06-2024 08:00","13-06-2024 16:00","45.37","277.26","7.35","32.05","18.41","6.08","4.99","124.98","0.38","6.85","30.88","1.58","131.29","257.82","736.65","44.71","49.06"
"13-06-2024 16:00","14-06-2024 00:00","78.61","250","17.81","54.36","28.98","7.88","5.33","109.46","0.74","13.91","32.04","0.67","116.7","118.09","735.57","41.4","74.98"
"14-06-2024 00:00","14-06-2024 08:00","71","251","18","46.36","23.76","19.94","4.9","89.67","0.26","6.65","38","0.78","113.38","2","736","34.6","59.62"
"14-06-2024 08:00","14-06-2024 16:00","77.78","537.81","19.21","42.57","18.76","20.6","5.15","99.44","0.48","7.45","36.29","2.16","120.48","254.9","736.45","38.21","50.68"
"14-06-2024 16:00","15-06-2024 00:00","57.38","374.33","12.52","41.73","24.14","19.03","5.12","96.84","0.5","11.56","37.33","1.66","107.29","134","736.43","37.18","59.29"
"15-06-2024 00:00","15-06-2024 08:00","38.67","171.83","12.4","37.92","23.72","18.08","5.22","None","0.44","6.36","41.6","0.42","88.4","2","736","37.4","52.33"
"15-06-2024 08:00","15-06-2024 16:00","53.5","353.6","22.65","43.55","16.94","16.68","5.25","109.78","0.35","7.62","33.69","2.43","131.54","390.23","736.85","42.42","47.27"
"15-06-2024 16:00","16-06-2024 00:00","54.5","318.25","23.33","50.8","21.26","17.94","5.44","98.83","0.78","11.5","34.62","0.84","133.69","162.12","736.09","39.72","59.83"
"16-06-2024 00:00","16-06-2024 08:00","72.56","322.33","17.65","41.4","17.76","21.3","5.41","89.63","0.6","8.26","39.76","0.4","131.18","29.71","736.82","36.98","50.85"
"16-06-2024 08:00","16-06-2024 16:00","101","381","27.71","52.74","19.82","19.8","6.64","95.82","0.71","10.54","41.5","1.46","135.38","474.12","736.88","38.39","56.84"
"16-06-2024 16:00","17-06-2024 00:00","41.6","260.6","67.56","87.06","15.44","19.31","2.22","86.09","1.01","12.84","35.26","0.35","128.74","8.47","736.68","39.17","60.37"
"17-06-2024 00:00","17-06-2024 08:00","84.5","350.5","144","147.8","15","None","2.34","81.5","1.1","13.9","38","0.3","89","3","737","37.6","57.6"
"17-06-2024 08:00","17-06-2024 16:00","46","305","9.67","34.83","17.53","20","1.24","105.97","0.4","6.7","20.25","2.17","65.5","202","741","14.2","50.7"
"17-06-2024 16:00","18-06-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"18-06-2024 00:00","18-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"18-06-2024 08:00","18-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"18-06-2024 16:00","19-06-2024 00:00","70.28","357.61","130.65","163.45","29.99","16.31","4.86","9.43","1.42","18.87","41.5","0.4","154.64","2","748.36","30.65","107.48"
"19-06-2024 00:00","19-06-2024 08:00","87.06","421.19","195.24","199.58","28.87","34.22","4.41","15.05","1.58","30.74","45.22","0.35","120.22","84.69","748.47","29.41","76.67"
"19-06-2024 08:00","19-06-2024 16:00","68.25","466.14","22.22","40.33","12.93","13.58","0.67","87.57","0.08","4.65","37.33","0.3","127.17","457.5","736.83","41.48","41.85"
"19-06-2024 16:00","20-06-2024 00:00","67.16","449.12","27.11","51.25","21.6","14.03","0.86","86.51","0.44","12.42","40.25","0.3","98.12","168.44","736.03","38.65","54.91"
"20-06-2024 00:00","20-06-2024 08:00","36.38","201.88","8.43","26.73","24.88","13.46","0.62","89.72","0.26","8.58","53.03","0.3","59.09","105.16","736","32.78","37.39"
"20-06-2024 08:00","20-06-2024 16:00","50.5","195.5","9.2","28.6","20.6","13.5","0.63","101.15","0.22","7.14","49.06","0.3","54.56","491.09","736","35.7","39.71"
"20-06-2024 16:00","21-06-2024 00:00","60.25","204.75","7.48","33.72","21.03","13.96","0.83","95.48","0.17","7.28","50.03","0.3","39.91","164.78","736","35.96","51.96"
"21-06-2024 00:00","21-06-2024 08:00","70.25","229.88","11.66","28.59","22.25","13.78","0.75","80.4","0.23","6.4","57.22","0.3","54","95.78","736","33.37","35.92"
"21-06-2024 08:00","21-06-2024 16:00","73.62","292.25","10.56","29.8","19.58","13.75","0.74","93.08","0.19","6.6","54.06","0.3","53.78","467.75","736","35.62","39.88"
"21-06-2024 16:00","22-06-2024 00:00","77.12","210.75","32.97","56.57","23.37","15.67","1.58","83.65","0.28","17.06","63.66","0.3","28.19","180.72","736","32.55","55.98"
"22-06-2024 00:00","22-06-2024 08:00","154","344.5","56.25","69.72","23.9","17.78","2.5","81.04","0.47","16.73","64.38","0.3","47.22","114.03","736","32.44","45.08"
"22-06-2024 08:00","22-06-2024 16:00","91.65","253.58","8.21","33.16","19.5","15.91","1.69","93.18","0.18","7.41","47.81","0.3","41.68","478.35","736","37.26","49.79"
"22-06-2024 16:00","23-06-2024 00:00","67.55","193.1","6.57","31.2","21.04","15.9","1.68","84.35","0.14","7.02","54.68","0.3","34.13","170.97","736","35.05","48.59"
"23-06-2024 00:00","23-06-2024 08:00","55.26","129.52","7.12","24.3","23.61","15.69","1.59","79.26","0.12","8.62","60.62","0.3","22.16","96.09","736","33.14","34.8"
"23-06-2024 08:00","23-06-2024 16:00","69.25","168","5.28","23.68","20.8","14.36","1.01","88.72","0.12","5.12","52.16","0.3","43.66","480.94","736","36.88","36.45"
"23-06-2024 16:00","24-06-2024 00:00","69.35","169.77","6.15","29.43","21.15","13.76","0.75","80.9","0.12","7.83","53.03","0.3","34","182.06","736.03","36.13","45.94"
"24-06-2024 00:00","24-06-2024 08:00","71.38","170","7.47","24.8","22.89","13.79","0.76","75.63","0.11","4.23","58.5","0.3","39.06","93.34","736","34.47","35.21"
"24-06-2024 08:00","24-06-2024 16:00","66.65","183.19","6.84","26.25","24.32","17.98","0.8","76.39","0.17","26.04","50.58","0.3","41.52","472.74","735.97","36.89","38.89"
"24-06-2024 16:00","25-06-2024 00:00","51.57","208.45","17.35","49.29","69.54","23.37","0.38","75.14","0.3","58.87","60.54","0.3","29.5","137.43","735.93","33.93","66.13"
"25-06-2024 00:00","25-06-2024 08:00","57","127.38","20.68","42.58","76.31","None","0.24","73.24","0.41","40.11","64.77","0.3","31.74","100.23","736","32.86","48.43"
"25-06-2024 08:00","25-06-2024 16:00","78.64","177.24","11.9","38.98","94.44","13.03","0.26","77.92","0.32","42.86","52.88","0.3","43.68","473.84","736","36.97","55.09"
"25-06-2024 16:00","26-06-2024 00:00","91.71","199.14","10.73","39.23","98.87","13.71","0.18","78.59","0.1","15.97","47.43","0.3","35.86","438.71","736","38.14","57.33"
"26-06-2024 00:00","26-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"26-06-2024 08:00","26-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"26-06-2024 16:00","27-06-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"27-06-2024 00:00","27-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"27-06-2024 08:00","27-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"27-06-2024 16:00","28-06-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"28-06-2024 00:00","28-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"28-06-2024 08:00","28-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"28-06-2024 16:00","29-06-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"29-06-2024 00:00","29-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"29-06-2024 08:00","29-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"29-06-2024 16:00","30-06-2024 00:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"30-06-2024 00:00","30-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"30-06-2024 08:00","30-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"30-06-2024 16:00","01-07-2024 00:00","99","248","6.98","8.85","14.1","19.25","0.97","16.85","0.4","58.62","57.75","0.3","45.5","343","736","36.07","6"
"01-07-2024 00:00","01-07-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"01-07-2024 08:00","01-07-2024 16:00","47","215","9.2","10.7","50.6","None","0.81","101.2","0.5","61.1","52","0.3","74","481","736","37.2","6.1"
"01-07-2024 16:00","02-07-2024 00:00","54.23","267","11.7","18.65","38.36","None","0.9","78.24","0.7","60.98","61","0.3","82.66","170.84","736","35.35","17.17"
"02-07-2024 00:00","02-07-2024 08:00","51.61","211.88","17.87","22.09","20.47","None","0.78","84.39","0.53","60.02","67.28","0.3","86.12","73.72","736","33.89","14.21"
"02-07-2024 08:00","02-07-2024 16:00","61.07","235.1","15.4","18.47","14.23","10.74","0.81","92.74","0.7","56.68","59.43","0.3","93.5","460.43","736","35.79","11.21"
"02-07-2024 16:00","03-07-2024 00:00","60.29","207.65","5.76","8.75","15.23","12.97","0.74","84.91","0.56","58.47","61.94","0.3","40.59","294.47","736","35.16","7.64"
"03-07-2024 00:00","03-07-2024 08:00","37.87","95.78","9.21","10.43","15.81","None","0.4","80.46","0.41","61.2","75.09","0.3","38.84","83.72","735.97","32.44","6.39"
"03-07-2024 08:00","03-07-2024 16:00","59.97","180.88","7.86","8.44","12.61","17.49","0.49","77.1","0.64","56.77","74.23","0.3","37.23","450.87","736","32.74","3.85"
"03-07-2024 16:00","04-07-2024 00:00","30.15","69","8.75","13.48","6.05","17.16","0.37","57.31","0.54","57.66","82.09","0.3","42.36","284.55","736","30.74","11.97"
"04-07-2024 00:00","04-07-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"04-07-2024 08:00","04-07-2024 16:00","46.85","91.92","8.72","8.29","17.32","14.93","0.05","76.83","0.44","56.13","78.82","0.93","36.91","467.91","736","32.41","2.23"
"04-07-2024 16:00","05-07-2024 00:00","37.4","105.45","6.48","8.19","18.22","13.38","1.47","82.77","0.34","57.37","67","0.84","30.56","308.78","736","34.42","5.48"
"05-07-2024 00:00","05-07-2024 08:00","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"05-07-2024 08:00","05-07-2024 16:00","41.14","59.75","7.6","10.42","19.48","14.7","1.4","81.04","0.89","66.82","69.07","0.3","36.73","493.93","735.6","33.5","7.97"
"05-07-2024 16:00","06-07-2024 00:00","32","78.23","7.96","9.44","18.89","8.58","2.07","49.74","1.61","78.64","78.08","0.3","35.81","96.04","735.19","31.72","6.07"
"06-07-2024 00:00","06-07-2024 08:00","28.35","65.77","9.06","9.08","14.77","9.92","2.5","30.08","0.45","90.39","83.09","0.3","38.06","75.69","735.97","30.93","4.9"
"06-07-2024 08:00","06-07-2024 16:00","38.43","123.5","14.3","15.1","12.31","10.26","2.65","30.06","0.63","84.83","69.84","0.3","45","225.44","736","33.57","6.83"
"06-07-2024 16:00","07-07-2024 00:00","33.17","113.57","9.79","14.77","11.21","8.84","2.04","29.25","0.48","80.95","73.97","0.3","36.91","77.88","736","32.22","12.8"
"07-07-2024 00:00","07-07-2024 08:00","23.83","56.71","8.69","10.56","10.5","5.22","0.45","31.19","0.4","86.96","81.97","0.3","35.91","50.47","735.97","30.43","6.56"
"07-07-2024 08:00","07-07-2024 16:00","20.83","93.71","8.01","9.67","8.64","5.46","0.55","31.06","0.4","81.65","57.91","0.3","41.38","349.75","736","34.75","5.91"
"07-07-2024 16:00","08-07-2024 00:00","20","93.71","9.07","11.61","8.03","5.55","0.59","31.51","0.37","81.68","67.81","0.3","39.94","132.38","736","32","7.96"
"08-07-2024 00:00","08-07-2024 08:00","20.68","78.23","11.46","12.61","7.15","5.55","0.59","32.03","0.44","87.3","80.03","0.3","36.71","94.97","736","30.03","6.19"
"08-07-2024 08:00","08-07-2024 16:00","31","103.4","11.87","14.01","6.35","6.88","0.54","31.55","0.39","78.46","70.52","0.3","60.13","370.74","738.45","31.85","8.4"
"08-07-2024 16:00","09-07-2024 00:00","45.14","128.75","11.02","12.99","6.26","16.73","0.56","30.88","0.51","81.8","77.72","0.3","35.91","104.94","742","31.36","7.56"
"09-07-2024 00:00","09-07-2024 08:00","42.15","95.59","7.53","8.9","6.36","16.57","0.49","30.7","0.54","84.54","80.48","0.3","34.35","70.03","742","31.15","5.22"
"09-07-2024 08:00","09-07-2024 16:00","53.89","115.71","10.57","12.4","6.64","17.22","0.77","29.53","0.61","79.96","76.31","0.3","49.88","285.53","742","32.69","7.37"
"09-07-2024 16:00","10-07-2024 00:00","72.35","177","13.81","22.41","7.69","18.68","1.4","76.48","1.02","58.99","73.41","0.3","31.25","111.06","742","32.92","21.02"
"10-07-2024 00:00","10-07-2024 08:00","87.88","196.88","11.6","15.36","8.5","17.34","0.82","94.83","0.6","51.61","78.53","0.3","29.44","69.44","742","32.26","11.49"
"10-07-2024 08:00","10-07-2024 16:00","71.5","184","8.04","12.41","9.84","16.91","0.63","99.95","0.62","50.77","63.44","0.3","68.31","291.38","741.94","35.36","11.42"
"10-07-2024 16:00","11-07-2024 00:00","53.12","141.12","10.01","15.8","16.17","17.69","0.98","95.51","0.75","50.75","73.47","0.3","42.38","104","742","32.78","14.4"
"11-07-2024 00:00","11-07-2024 08:00","81.5","182.12","13.49","16.17","11.33","17.81","1.03","94.14","0.61","50.44","80.78","0.3","34.59","69.25","742","32.18","11.51"
"11-07-2024 08:00","11-07-2024 16:00","58.69","221.62","10.59","13.05","9.54","18.06","1.14","101.53","0.72","48.9","55.5","0.3","77.47","304.34","742","37.68","10.2"
"11-07-2024 16:00","12-07-2024 00:00","74.25","246.75","7.3","16.73","23.87","18.37","1.27","106.5","0.67","49.78","58.84","0.3","44.81","101.25","742","36.43","20.32"
"12-07-2024 00:00","12-07-2024 08:00","32.12","185","13.28","17.43","12.28","17.18","0.75","94.44","0.26","50.25","61.44","0.3","94.34","60.5","742","33.52","12.48"
"12-07-2024 08:00","12-07-2024 16:00","35.71","202.12","19.42","27.5","11.24","17.3","0.8","91.48","0.57","48.4","54.78","0.3","105.16","295.88","742","35.22","21.99"
"12-07-2024 16:00","13-07-2024 00:00","46.65","247.1","66.77","86.86","30.74","17.7","0.98","54.92","0.66","49.3","61.28","0.3","65.28","93.5","742","33.82","64.81"
"13-07-2024 00:00","13-07-2024 08:00","79.81","296.14","64.32","75.04","32.11","17.89","1.06","32.83","0.78","50.22","75.12","0.3","36.25","33.44","742","31.66","42.78"
