Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT
12-07-2024 00:00,38.19,210.18,32.93,32.71,43.73,18.07,17.39,0.84,77.32,0.49,49.31,59.2,0.3,87.98,148.91,742,34.18
13-07-2024 00:00,58.48,190.09,33.05,51.98,53.94,29.92,17.49,0.89,32.79,0.68,49.46,68.04,0.3,45.57,152.6,742,33.26
14-07-2024 00:00,58.91,166.58,17.22,43.51,36.75,43.26,17.07,0.7,29.75,0.45,49.01,61.24,0.3,41.49,156.72,742,34.92
15-07-2024 00:00,57.27,160.29,16.41,41.7,35.5,42.25,16.93,0.64,28.78,0.4,49.18,66.11,0.3,39.75,156.09,742.01,34.02
16-07-2024 00:00,55.41,143.33,18.23,33.85,32.39,38.69,16.6,0.5,58.19,0.36,48.4,63.9,0.3,37.43,157.71,742,35.16
17-07-2024 00:00,49,144.48,17.78,34.8,32.47,38.61,15.97,0.9,47.2,0.51,49.61,65.93,0.3,41.61,149.45,741.8,34.57
18-07-2024 00:00,57.42,150.42,36.59,49.54,55.76,43.21,18.4,1.29,48.49,0.56,47.39,71.72,0.3,38.3,143.22,742,33.46
19-07-2024 00:00,88.33,200.69,28,33.41,40.06,33.46,18.12,1.16,69.51,0.6,47.06,72.61,0.3,33.62,152.35,742,33.6
20-07-2024 00:00,59.03,134.61,2.61,12.17,8.59,14.91,17.21,0.82,74.93,0.37,43.26,65.4,0.3,35.64,158.36,741.97,34.7
21-07-2024 00:00,8,127.19,3.26,11.25,8.57,9.35,17.38,0.79,59.08,0.3,45.08,67.09,0.3,37.48,156.07,742,34.43
22-07-2024 00:00,42.47,132.21,5.11,11.18,10.01,12.38,15.61,1.3,82.11,0.54,48.57,71.61,0.3,36.9,151.27,741.81,33.49
23-07-2024 00:00,50.43,143.85,6.08,11.12,10.86,9.42,13.49,1.43,93.51,0.45,46.99,72.48,0.3,31.77,155.33,741.99,33.58
24-07-2024 00:00,69.69,153.09,6.42,16.19,13.68,10.83,14.24,1.75,70.16,0.61,42.08,70.99,0.3,52.56,139.59,742,33.74
25-07-2024 00:00,43.37,80.81,8.36,24.35,19.69,25.47,13.24,1.9,106.49,0.41,45.91,70.86,0.3,34.54,139.48,741.9,33.73
26-07-2024 00:00,71.27,112.91,42.39,57.75,64.93,43.62,13.2,1.31,103.6,0.59,46.74,70.85,0.3,48.33,155.29,741.68,33.61
27-07-2024 00:00,48.31,82.17,27.39,54.34,50.19,48.36,14.93,2.06,102.51,0.46,48.46,69.03,0.3,41.1,149.39,741.57,34.18
28-07-2024 00:00,39.16,72.67,25.98,34.78,38.33,40.81,13.68,1.51,103.4,0.44,46.03,63.05,0.3,38.53,154.97,741.78,35.22
29-07-2024 00:00,38.74,67.18,8.6,31.76,23.07,34.07,13.34,1.36,102.16,0.34,43.08,61.76,0.3,35.66,148.02,741.72,35.24
30-07-2024 00:00,47.01,76.62,57.12,35.93,60.88,29.86,14.15,1.72,89.36,0.56,48.77,65.22,0.3,45.05,149.38,741.7,35.39
31-07-2024 00:00,50.12,103.25,68.4,54.98,83.94,32.54,14.54,1.77,94.61,0.72,47.08,67.72,0.3,83.58,174.99,741.57,35.16
01-08-2024 00:00,25.24,29.57,10.4,35.38,30.24,38.08,17.55,1.43,109.85,0.22,38.32,57.94,0.3,41.62,306.31,742,35.63
02-08-2024 00:00,33.11,57.16,8.06,20.16,17.26,27.88,25.28,1.46,101.06,0.3,44.01,70.57,0.31,34.71,294.67,741.9,33.69
03-08-2024 00:00,34.24,105.28,7.85,25.93,20.17,20.84,24,1.48,92.98,0.23,48.47,65.56,0.3,40.57,135.47,735.97,34.06
04-08-2024 00:00,31.2,105.73,11.55,24.27,22.31,23.28,41.03,1.35,62.82,0.2,43.11,66.56,0.3,40.31,160.41,736,33.34
05-08-2024 00:00,32.21,82.38,6.83,21.21,16.84,25.22,27.31,1.28,62.69,0.21,38.99,70.85,0.3,42.69,149.26,735.97,32.76
06-08-2024 00:00,42.41,138.71,16.56,27.55,28.11,23.1,27.21,0.82,61.86,0.28,40.11,68.27,0.3,57.21,153.56,736.16,33.44
07-08-2024 00:00,38.81,99.93,22.94,29.05,34.11,25.46,24.84,0.37,61.41,0.24,37.85,77.44,0.3,51.65,133.24,736,31.78
08-08-2024 00:00,32.03,61.71,12.48,25.61,23.76,23.6,26.95,0.35,62.06,0.2,39.2,77.62,0.3,33.56,155.62,736.01,32.1
09-08-2024 00:00,39.98,73.5,22.33,27.73,32.91,22.64,27.43,0.52,61.39,0.33,40.97,80.21,0.3,37.85,130.01,736.09,31.98
10-08-2024 00:00,50.12,90.79,29.21,29.33,39.36,23.67,27.76,0.73,61.49,0.4,39.65,81.26,0.3,116.39,141.55,736,32
11-08-2024 00:00,44.19,73.59,31.49,30.55,40.14,29,23.72,1.39,60.45,0.35,37.92,83.39,0.3,183.77,133.82,736.02,31.57
12-08-2024 00:00,45.21,82.42,36.09,43.46,62.81,27.6,26.26,0.46,59.75,0.33,39.25,82.57,0.3,347.25,147.39,736,31.63
13-08-2024 00:00,45.54,87.02,36.49,97.33,104.73,49.5,24.04,1.07,65.16,1.76,74.33,79.24,0.3,348.56,146.52,735.74,32.24
14-08-2024 00:00,51.59,125.43,29.36,68.03,64.63,25.99,6.2,0.84,77.03,2.72,110.37,74.86,0.3,351.69,151.46,735.72,33.18
15-08-2024 00:00,39.88,110.61,23.45,57.38,61.98,34.15,4.15,4.01,81.01,2.94,206.27,74.94,0.3,357.75,147.91,735.85,33.14
16-08-2024 00:00,38.26,124.62,44.35,111.83,130.96,53.02,2.84,4.03,79.7,1.81,71.35,71.22,0.3,358.9,157.61,735.7,33.57
17-08-2024 00:00,57.03,236.15,48.53,87.24,112.9,30.89,5.96,1.02,85.26,1,57.18,70.36,0.3,359,139.36,735.7,33.65
18-08-2024 00:00,52.79,208.8,95.6,102.42,140.62,21.45,4.94,1.04,91.43,0.56,37.85,75.35,0.3,359,148.97,735.55,33.23
19-08-2024 00:00,45.08,143.52,95.67,65.58,118.23,32.68,5.62,1.22,92.89,0.44,36.22,72.47,0.3,358.98,143.14,735.57,33.61
20-08-2024 00:00,41.4,131.86,64.62,84.82,102.75,30.98,2.7,1.02,86.79,0.43,34.28,78,0.3,359,126.8,735.77,31.98
21-08-2024 00:00,46.87,149.2,56.84,78.11,92.37,25.9,2.76,0.86,85.27,0.4,33.05,68.9,0.3,358.98,150.72,735.81,33.63
22-08-2024 00:00,51.65,265.98,66.49,105.69,115.64,25.54,1.89,0.53,70.91,0.38,32.88,67.85,0.3,340.5,147.17,735.81,33.92
23-08-2024 00:00,55.82,181.81,49.09,98.7,89.54,26.94,6.43,1.04,71.43,0.65,35.81,78.99,0.3,215.98,136.16,737.76,31.96
24-08-2024 00:00,68.09,176.57,29.92,88.03,77.5,29.96,3.65,1.3,73.08,1.45,41.6,77.39,0.61,29.67,147.15,741.79,33.98
25-08-2024 00:00,44.96,120.76,25.37,84.23,73.04,32.57,5.26,0.98,69.52,0.27,36.01,70.57,2.83,88.63,152.36,736.46,33.83
26-08-2024 00:00,43.71,109.96,18.52,50.92,46.19,29.86,2.6,1,70.9,0.25,33.43,71.86,2.79,96.18,150.57,736.37,33.4
27-08-2024 00:00,30.65,81.59,23.54,90.49,70.1,36.52,0.5,0.91,66.9,0.2,31.36,70.99,2.94,105.48,146.99,736.53,33.23
28-08-2024 00:00,32.83,129.45,16.93,67.29,47.8,22.44,3.79,0.51,58.43,0.26,29.54,73.74,2.03,104.65,151.22,736.33,32.77
29-08-2024 00:00,41.51,94.22,49.68,74.51,74.94,23.14,2.01,0.85,56.18,0.44,30.49,81.66,1.61,101.47,131.47,736.4,31.58
30-08-2024 00:00,62.36,221.44,56.4,89.36,90.83,29.02,6.79,0.88,59.59,0.69,32.14,71.49,0.93,161.47,132.82,736.47,33.94
31-08-2024 00:00,53.4,253.42,50.76,76.22,80.02,19.72,7.62,1.05,64.53,0.49,27.54,68.22,0.8,124.66,155.87,736.79,34.79
01-09-2024 00:00,57.02,322.9,29.22,79.45,69.6,28.66,17.12,0.82,66.31,0.27,22.27,67.03,1,113.17,151.26,738.92,35.39
02-09-2024 00:00,48.94,112.68,19.04,51.94,43.51,25.69,15.12,0.75,61.89,0.08,8.79,71.46,2.47,121.42,138.43,740.26,34.24
03-09-2024 00:00,40.3,129.36,20.61,59.47,44.49,26.4,15.09,0.82,57.21,0.11,12.71,69.27,2.02,120.98,139.85,741.39,34.93
04-09-2024 00:00,30.51,118.91,64.38,72.18,89.07,22.11,2.3,1.37,35.53,0,0,82.4,1.05,146.52,131.65,740.64,32.33
05-09-2024 00:00,59.69,140.53,69.26,105.75,115.81,32.81,2.34,2.25,35.31,0.42,18.84,77.69,0.75,144.85,141.84,740.5,33.14
06-09-2024 00:00,51.8,105.05,47.93,76.05,93.01,30.34,4.15,1.74,35.59,0.45,27.56,81.99,1.7,128.52,140.61,741.47,32.67
07-09-2024 00:00,44.29,109.64,39.85,76.38,74.1,18.12,7.48,1.33,18.33,0.4,30.41,80.67,1.32,92.78,124.73,742.67,32.87
08-09-2024 00:00,73.13,224.71,83.82,93.64,118.89,34.9,8.08,1.73,18.23,0.65,26.07,82.07,0.76,79.09,136.74,743.19,33.15
09-09-2024 00:00,81.25,232.25,62.41,97.74,99.26,25.12,11.71,1.63,18.3,0.61,25.22,78.72,0.74,115.97,142.64,743.57,34.03
10-09-2024 00:00,73,140.18,47.9,55.76,70,24.42,11.16,1.64,25.85,0.54,30.39,79.58,1.08,258.88,123.7,743.93,33.31
11-09-2024 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
12-09-2024 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
13-09-2024 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
14-09-2024 00:00,57,144.67,24.52,38.06,40.74,13.81,7.53,1.83,50.45,0.36,27.48,76.42,1.41,233.16,81.35,735.55,31.69
15-09-2024 00:00,97.07,232.39,58.27,47.89,73.88,25.04,7.44,1.89,69.14,5.54,20.3,71.74,0.82,228.16,142.75,735.33,32.76
16-09-2024 00:00,176.43,443.75,88.83,58.07,96.46,22.43,7.52,1.85,53.07,11.98,21.28,69.52,0.83,241.2,132.05,735.28,33.06
17-09-2024 00:00,143.8,383.07,94.49,55.69,106.53,28.53,7.47,1.09,47.77,1.1,31.44,71.9,0.81,201.04,146.71,735.03,33.17
18-09-2024 00:00,43.2,71.2,35.38,53.73,50.32,30.45,7.4,1.71,52.39,0.27,23.48,83.98,2.19,228.39,160.26,735.35,29.65
19-09-2024 00:00,55.03,94.12,34.53,57.1,60.21,22.71,7.63,1.82,48.57,0.29,24.64,80.51,1.7,245.7,135.43,735.28,31.2
20-09-2024 00:00,78.64,222.08,59.58,71.89,99.84,37.51,7.7,2.02,47.59,0.55,19.07,70.2,1.14,206.99,142.15,735.21,33.06
21-09-2024 00:00,173.48,295.5,74.31,72,90.44,19.87,7.64,1.97,48.11,0.56,18.1,67.25,0.83,98.95,142.44,735,33.91
22-09-2024 00:00,245.85,653.1,98.35,64.63,120.03,27.53,7.49,2.46,48.66,0.75,18.03,68.41,0.6,56.87,178.94,735.09,34.54
23-09-2024 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
24-09-2024 00:00,251.07,605.73,28.63,57.52,58.82,18.69,7.73,1.96,141.49,0,0.01,61.51,0.69,94.67,148.16,735.44,36.08
25-09-2024 00:00,159.86,374.41,37.71,52.49,56.07,25.26,8.48,1,56.03,0,0,69.04,1.87,155.47,137.67,735.39,34.13
26-09-2024 00:00,34.33,100.94,11.2,32.42,30.52,29.99,15.58,1.18,None,0,0.11,71.38,2.12,191.64,129.31,735.53,33.34
27-09-2024 00:00,26.31,94.48,9.08,28,22.05,22.73,12.52,0.91,None,None,None,67.49,2.69,112.97,137.22,735.46,33.14
28-09-2024 00:00,71.55,83.32,11.36,37.57,29.22,19.47,12.89,0.79,None,None,None,69.99,2.19,122.11,136.12,735.45,32.31
29-09-2024 00:00,48.5,None,23.66,29.42,34.89,18.87,12.86,0.77,128.92,None,None,69.97,1.52,248.7,134.81,735.71,32.87
30-09-2024 00:00,82.91,352.36,49.32,43.65,63.31,21.57,18.29,1.15,61.06,None,None,68.27,0.78,144.06,138.41,735.59,33.66
01-10-2024 00:00,92.42,404.48,40.94,55.55,62.85,20.41,16.46,1.04,65.43,0.63,25.48,66.16,0.84,97.06,141.32,735.53,34.12
02-10-2024 00:00,105.91,504.06,104.64,58.41,116.84,21.44,90.64,1.53,63.96,0.7,16.96,61.98,0.74,127.18,138.44,735.53,34.68
03-10-2024 00:00,101.78,546.92,122.93,61.75,132.78,23.51,25.91,1.42,75.04,0.61,17.93,57.9,0.72,116.29,137.21,735.45,34.36
04-10-2024 00:00,107.07,571.72,139.55,55.2,142.82,32.63,33.45,1.5,85.87,0,0.05,61.23,0.73,171.09,139.88,735.64,34.25
05-10-2024 00:00,105.39,468.37,113.44,62.54,136.86,27.07,14,1.88,96.17,2.5,19.12,60.56,0.81,172.39,133.52,735.45,34.37
06-10-2024 00:00,65.12,507.79,82.82,53.05,95.61,24.63,49.75,2.21,78.56,3.11,52.19,57.64,1.03,170.8,135.85,735.53,34.25
07-10-2024 00:00,67.51,385.73,43.39,56.72,71.05,23.7,13.67,1.82,86.75,3.34,89.36,57.41,0.73,196.18,134.77,735.6,33.79
08-10-2024 00:00,131.74,495.49,53.59,73.64,82.22,22.22,11.19,2.03,87.31,4.75,122.48,56.72,0.74,218.82,126.96,735.24,33.63
09-10-2024 00:00,72.76,378.8,43.07,64.79,70.42,22.48,48.76,1.79,80.26,4.52,117.84,52.36,0.87,173.1,135.54,734.66,34.32
10-10-2024 00:00,71.27,369.49,37.82,70.32,71.34,24.59,19.24,1.69,65.15,4.2,114.89,53.87,0.87,180.58,133.03,734.97,33.18
11-10-2024 00:00,79.08,417.92,38.75,91.23,79.87,31.51,15.01,1.74,54.96,4.79,101.18,54.69,0.8,165.81,134.2,735,32.59
12-10-2024 00:00,113.47,492.45,98.48,84.47,133.03,27.87,9.98,2.23,66.82,5.48,95.97,55.15,0.64,198.18,130.34,735.01,32.37
13-10-2024 00:00,177.14,524,163.35,81.73,191.37,24.12,17.11,3.2,58.01,8.22,98.24,52.31,0.59,230.26,133.48,735.02,32.46
14-10-2024 00:00,192.01,555.23,158.25,99.92,199.76,34.84,12.54,2.83,178.79,6.77,119.76,51.8,0.56,232.36,132.08,735.07,32.24
15-10-2024 00:00,140.75,562.77,140.07,94.23,164,42.78,12.12,2.57,None,7.56,88.89,52.37,0.67,198.27,129.96,735.02,32.01
16-10-2024 00:00,143.03,578.5,151.07,113.88,183.39,44.06,19.47,2.75,None,6.47,89.26,53.24,0.6,167.74,131.28,735.02,32.23
17-10-2024 00:00,187.86,640.19,157.15,90.29,192.95,57.3,27.07,3.21,33.85,7.54,111.14,54.72,0.64,246.39,126.65,735,32.52
18-10-2024 00:00,206.94,637.88,212.26,82.95,249.65,64.66,17.5,3.72,48.82,7.71,127.58,55.01,0.56,228.29,126.45,735.07,32.75
19-10-2024 00:00,192.8,635.98,196.41,89.63,213.29,66.83,20.48,2.92,26.67,7.78,119.41,54.57,0.64,232.7,133.22,735.03,33.2
20-10-2024 00:00,203.07,516.84,138.34,79.09,154.54,81.82,17.06,2.99,54.84,5.47,120.58,59.86,0.95,247.77,126.05,735.6,32.78
21-10-2024 00:00,188.37,404.88,74.83,86.88,107.06,74.66,22.94,2.3,107.38,4.57,117.58,61.77,1.21,247.03,126.64,735.43,32.39
22-10-2024 00:00,208.1,557.96,127.95,99.69,157.07,68.84,13.03,2.64,26.06,4.9,117.98,62.49,0.59,219.32,125.53,735.83,31.16
23-10-2024 00:00,172.33,563.92,96.65,108.06,136.06,85.54,12.82,2.57,11.73,6.42,96.61,59.39,0.78,129.25,124.99,735.97,30.34
24-10-2024 00:00,166.01,470.65,122.76,119.75,163.48,64.45,15.6,2.27,13.39,5.11,94.78,55.82,0.8,96.08,127.88,736.25,30.43
25-10-2024 00:00,160.44,451.88,146.64,134.08,190.2,63.05,15.53,2.23,11.73,5.35,91.05,52.89,0.82,124.52,127.57,736.03,30.17
26-10-2024 00:00,227.8,520.01,176.67,157.02,221.93,67.82,17.9,2.85,22.05,6.26,89.44,56.14,0.81,164.32,128.39,736.19,29.53
27-10-2024 00:00,223.81,418.59,157.78,131.48,197.91,100.56,14.2,3.03,26.29,5.24,102.66,63.01,0.91,247.78,124.61,736.72,30
28-10-2024 00:00,173.43,358.81,119.61,107.14,154.24,82.09,13.46,2.37,7.54,4.77,99.08,61.54,0.99,243.78,103.92,736.01,30.01
29-10-2024 00:00,162.3,419.21,133.07,69.94,145.35,52.44,8.09,2.45,11.95,4.61,102.07,60.31,0.84,234.35,125.51,735.81,30.7
30-10-2024 00:00,224.5,544.54,129.76,82.63,149.45,57.39,14.03,2.98,48.25,7.04,113.17,58.61,0.66,166.44,120.29,735.72,30.85
31-10-2024 00:00,242.08,485.38,115.82,72.46,132.71,52.23,8.44,2.59,13.8,6.04,86.41,56.92,0.76,120.72,121.79,735.84,30.46
01-11-2024 00:00,279.15,499.55,97.48,69.09,127.43,35.2,16.12,2.78,11.73,5.59,78.69,50.52,0.83,210.1,127.76,735.96,29.51
02-11-2024 00:00,307.43,559.52,181.68,83.64,192.2,45.74,9.91,2.78,35.69,7.68,91.21,52.94,0.5,234.15,120.81,734.92,28.95
03-11-2024 00:00,314.47,599.32,202.11,90.9,227.33,49.67,13.03,3.26,90,8.41,100.05,56.5,0.51,245.12,123.25,735.07,28.52
04-11-2024 00:00,337.88,621.61,211.38,103.11,251.84,62.41,15.58,3.88,16.38,9.34,104.3,61.1,0.55,239.72,122.01,735.17,28.28
05-11-2024 00:00,274.57,557.7,119.49,90.92,181.36,74.29,17.46,3.81,60.77,7.46,140.42,60.67,0.95,246.47,143.67,735.18,28.68
06-11-2024 00:00,254.62,557.67,173.85,111.32,200.56,58.61,8.47,2.61,90.17,6.04,92.78,55.02,0.58,193.08,132.9,736.02,30.08
07-11-2024 00:00,295.59,605.25,230.74,82.38,243.45,76.31,15.15,3.48,41.65,6.96,97.92,64.97,0.7,241.14,115.07,735.2,28.3
08-11-2024 00:00,264.41,468.6,143.85,72.91,155.71,73.81,12.49,2.82,12.92,6.36,75.93,66.56,0.88,240.81,116.86,735.23,28.4
09-11-2024 00:00,208.84,366.86,62.78,73.85,90.33,64.91,12.64,2.14,12.12,4.97,87.78,61.98,1.41,241.67,116.92,735.26,29.07
10-11-2024 00:00,208.43,372.22,76.43,78.68,103.99,56.25,16.18,2.21,34.15,4.96,99.31,63.58,1.18,245.29,115.77,735.4,28.67
11-11-2024 00:00,247.74,488.62,152.04,91.78,172.43,57.96,14.46,2.88,96.66,6.15,116.8,65.07,0.78,183.71,115.15,735.21,28.24
12-11-2024 00:00,243.75,484.29,160.13,90,178.07,55.78,10.48,2.83,19.48,6.43,116.39,59.06,0.69,146.21,115.77,735.45,28.61
13-11-2024 00:00,511.37,680.32,69.7,87.88,103.42,53.65,12.22,3.47,11.6,10.01,89.51,73.45,0.74,200.1,107.73,735.2,26.49
14-11-2024 00:00,325.63,550.97,117.52,90.75,157.96,50.62,14.6,3.71,21.36,9.81,86.56,69.93,0.85,247.02,114.16,735.22,26.05
15-11-2024 00:00,397.62,600.21,91.22,96.03,125.25,52.8,10.06,3.16,11.55,9.22,78.49,63.4,0.6,219.99,114.62,735.48,26.89
16-11-2024 00:00,437.37,686.6,165.19,105.9,190.33,53.73,17.11,3.55,13.37,8.36,77.71,62.73,0.51,120.98,115.79,735.42,26.81
17-11-2024 00:00,475.85,679.75,123.25,101.73,154.38,63.69,7.49,3.54,12.71,10.16,79.47,65.58,0.69,200.65,114.42,735.48,26.07
18-11-2024 00:00,672.88,838.52,13.14,96.34,55.16,54.69,17.75,3.6,12.73,10.29,66.45,74.45,0.65,227.88,111.56,735.39,24.38
19-11-2024 00:00,427.95,592.56,12.44,112.09,62.9,53.28,15.07,3.52,10.63,9.11,77.9,68.4,0.55,237.62,117.12,735.52,24.45
20-11-2024 00:00,301.59,547.33,11.89,112.71,63.83,51.51,10.59,3.39,15.11,8.51,78.66,62.53,0.57,232.92,117.64,735.43,24.49
21-11-2024 00:00,242.8,490.41,14.9,116.22,64.46,60.09,10.45,4.44,15.62,9.39,83.07,62.72,0.57,140.74,117.89,735.41,24.57
22-11-2024 00:00,336.73,607.54,13.6,129.75,72.91,61.52,6.75,4.36,13.44,8.91,81.72,62.59,0.51,65.95,115.48,735.47,24.82
23-11-2024 00:00,318.4,625.99,9.38,125.89,67.79,70,16.87,5.28,18.42,9.76,98.01,64.34,0.57,134.39,116.98,735.4,25.18
24-11-2024 00:00,193.58,414.58,10.05,49.15,30.91,35.39,10.52,3.88,12.43,7.62,78.69,58.71,0.58,212.57,115.92,735.52,25.61
25-11-2024 00:00,291.87,517.23,53.51,34.63,51.59,12.66,14.26,3.2,6.43,6.52,71.11,64.24,0.61,140.81,115.01,735.58,25.11
26-11-2024 00:00,164.78,397.95,21.96,83.09,61.18,20.35,13.95,2.9,8.06,3.49,54,55.47,0.59,116.29,128.78,737.18,27.48
27-11-2024 00:00,153.44,393.18,5.37,126.48,71.65,25,17.19,3,13.69,0.18,1.71,53.23,0.63,193.41,163.05,737.95,26.49
28-11-2024 00:00,238.85,484.17,6.33,179.24,100.43,32.2,20.85,3.65,10,0.3,3.05,61.8,0.56,244.16,113.37,739.29,24.78
29-11-2024 00:00,257.73,508.62,7.18,221.28,123.47,37.56,21.71,3.79,22.81,0.35,7.93,61.57,0.51,242.37,114.25,740.2,24.77
30-11-2024 00:00,247.38,502.99,6.88,315.54,180.03,48.12,31.28,5.47,6.83,0.49,9.65,64.17,0.51,248.66,108,740.59,24.72
01-12-2024 00:00,163.92,348.79,4.57,165.84,92.04,57.43,15.27,2.67,8.13,0.25,4.55,63.2,0.57,240.26,111.44,740.85,25.36
02-12-2024 00:00,150.88,342.39,5.01,187.57,102.7,52.93,17.07,2.98,7.13,0.23,4.28,63.51,0.56,167.61,113.14,743.17,25.62
03-12-2024 00:00,151.9,340.21,4.59,173.63,93.51,54.67,15.55,2.72,5.87,0.31,4.9,63.32,0.64,150.55,110.47,748.47,26.35
04-12-2024 00:00,68.01,202.25,4.3,89.12,47.22,43.04,6.25,1.09,10.62,0.12,1.84,51.13,1.02,192.96,130.04,740.13,26.37
05-12-2024 00:00,95.74,255.4,4.33,156.77,83.43,40.56,9.07,1.59,9.84,0.17,2.85,49.16,0.87,205.29,120.95,739.79,24.59
06-12-2024 00:00,119.72,318.52,7.25,195.81,122.14,48.67,13.88,2.43,8.81,0.21,3.5,53.66,0.73,201.87,111.19,739.97,23.84
07-12-2024 00:00,168.72,413.08,8.38,236.65,170.72,54.19,21.82,3.81,11.11,None,None,55.91,0.59,201.41,112.33,740.17,23.32
08-12-2024 00:00,230.85,436.62,3.06,184,98.98,68.82,20.65,3.61,31.37,None,None,56.72,1.52,249.31,109.44,739.86,23.54
09-12-2024 00:00,84.03,167.46,4.13,104.87,56.81,55.32,13.19,2.3,18.03,None,None,64.52,1.03,222.47,153.03,740.12,22.97
10-12-2024 00:00,105.28,213.74,6.03,113.31,61.84,47.79,7.45,1.3,10.45,3.2,None,55.05,0.9,178.81,135.06,740.07,23.09
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
